crn,course,title,schedule_type,modality,cr_hrs,capacity,instructor,days,start_time,end_time,location,exam
10109,AAEC-5134,Agricultural Markets & Prices,ONLINE COURSE - VL,Online: Asynchronous,3,25,O Isengildina Massa,(ARR),----- (ARR) -----,ONLINE,00X,
20563,AAEC-5174,Int Agr Development and Trade,ONLINE COURSE - VL,Online: Asynchronous,3,25,C Larochelle,(ARR),----- (ARR) -----,ONLINE,00X,
10110,AAEC-5484,Applied Economic Forecasting,L,Face-to-Face Instruction,3,15,SL Stewart,M W,2:30PM,3:45PM,HUTCH 310,14M
10111,AAEC-5484,Applied Economic Forecasting,ONLINE COURSE - VL,Online: Asynchronous,3,25,SL Stewart,(ARR),----- (ARR) -----,ONLINE,00X,
21226,AAEC-5804G,Fundamentals of Econometrics,L,Face-to-Face Instruction,3,22,SE Chen,T R,11:00AM,12:15PM,HUTCH 207,11T
10112,AAEC-5804G,Fundamentals of Econometrics,ONLINE COURSE - VL,Online: Asynchronous,3,25,SE Chen,(ARR),----- (ARR) -----,ONLINE,00X,
10113,AAEC-5814G,Adv Food & Health Economics,L,Face-to-Face Instruction,3,9,GC Davis,T R,12:30PM,1:45PM,TORG 1060,12T
10114,AAEC-5894,Final Examination,L,Face-to-Face Instruction,3,0,MT Holt,(ARR),----- (ARR) -----,TBA,00X,
10115,AAEC-5904,Project and Report,R,,1 TO 19,0,MT Holt,(ARR),----- (ARR) -----,TBA,00X,
10116,AAEC-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,5,JE Jones,(ARR),----- (ARR) -----,ONLINE,00X,
10117,AAEC-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,5,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
10118,AAEC-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,5,DW Dalton,(ARR),----- (ARR) -----,ONLINE,00X,
10119,AAEC-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
10120,AAEC-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
10121,AAEC-5974,Independent Study,ONLINE COURSE - VI,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
10122,AAEC-5994,Research and Thesis,R,,1 TO 19,25,MT Holt,(ARR),----- (ARR) -----,TBA,00X,
10123,AAEC-6004,Research & Prof Dev Seminar,L,Face-to-Face Instruction,1,30,C Holmes,W,1:25PM,2:15PM,HUTCH 302,00X
10125,AAEC-6304,International Trade & Finance,L,Face-to-Face Instruction,3,30,X He,M W,4:00PM,5:15PM,FRALN 002,16M
21229,AAEC-6534,Econ Valuation of Env Change,L,Face-to-Face Instruction,3,32,K Moeltner,T R,11:00AM,12:15PM,SAUND 408,11T
10127,AAEC-7994,Research and Dissertation,R,,1 TO 19,35,MT Holt,(ARR),----- (ARR) -----,TBA,00X,
10128,ACIS-1004,Accounting Foundations,ONLINE COURSE - VL,Online: Asynchronous,3,400,JM Lacoste,(ARR),----- (ARR) -----,ONLINE,00X,
20765,ACIS-1104,Careers in ACIS,L,,1,125,DR Compton,M,5:30PM,6:20PM,NCB 160,00X
10129,ACIS-1504,Intro to Bus Analytics & BI,ONLINE COURSE - VL,Online: Asynchronous,3,100,JP Sharp,(ARR),----- (ARR) -----,ONLINE,00X,
10130,ACIS-1504,Intro to Bus Analytics & BI,ONLINE COURSE - VL,Online: Asynchronous,3,100,JP Sharp,(ARR),----- (ARR) -----,ONLINE,00X,
10131,ACIS-1504,Intro to Bus Analytics & BI,ONLINE COURSE - VL,Online: Asynchronous,3,100,JP Sharp,(ARR),----- (ARR) -----,ONLINE,00X,
10132,ACIS-1504,Intro to Bus Analytics & BI,ONLINE COURSE - VL,Online: Asynchronous,3,100,JP Sharp,(ARR),----- (ARR) -----,ONLINE,00X,
10133,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,45,RS Hamilton,M W F,8:00AM,8:50AM,NCB 250,08M
10134,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,21,LA Almond,M W F,12:20PM,1:10PM,DDS 130,12M
10135,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,45,MA Cobabe,M W F,10:10AM,11:00AM,DDS 230,10M
10136,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,45,LA Almond,M W F,11:15AM,12:05PM,WLH 350,11M
10137,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,45,LA Almond,M W F,1:25PM,2:15PM,WLH 340,13M
10138,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,45,LA Almond,M W F,12:20PM,1:10PM,WLH 320,12M
10139,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,45,MA Cobabe,M W F,12:20PM,1:10PM,DDS 230,12M
10140,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,45,LA Almond,M W F,11:15AM,12:05PM,MCB 113,11M
10141,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,45,MA Cobabe,M W F,9:05AM,9:55AM,PAM 2030,09M
10142,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,45,LA Almond,M W F,1:25PM,2:15PM,WLH 350,13M
10143,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,21,LA Almond,M W F,1:25PM,2:15PM,NCB 160,13M
10145,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,45,LA Almond,M W F,11:15AM,12:05PM,MCB 129,11M
10146,ACIS-2115,Principles of Accounting,L,Face-to-Face Instruction,3,21,LA Almond,M W F,9:05AM,9:55AM,NCB 250,09M
10148,ACIS-2115,Principles of Accounting,ONLINE COURSE - VL,Online: Asynchronous,3,165,G Kogan,(ARR),----- (ARR) -----,ONLINE,00X,
21551,ACIS-2115,Principles of Accounting,ONLINE COURSE - VL,Online: Asynchronous,3,165,JL Shortt,(ARR),----- (ARR) -----,ONLINE,00X,
10149,ACIS-2116,Principles of Accounting,L,Face-to-Face Instruction,3,51,EA Martin,M W F,12:20PM,1:10PM,DDS 155,12M
10151,ACIS-2116,Principles of Accounting,L,Face-to-Face Instruction,3,51,EA Martin,T R,5:00PM,6:15PM,NCB 250,17T
10152,ACIS-2116,Principles of Accounting,L,Face-to-Face Instruction,3,51,EA Martin,M W F,1:25PM,2:15PM,PAM 30,13M
10153,ACIS-2116,Principles of Accounting,L,Face-to-Face Instruction,3,51,EA Martin,T R,3:30PM,4:45PM,WLH 340,15T
10154,ACIS-2116,Principles of Accounting,L,Face-to-Face Instruction,3,51,EA Martin,M W F,10:10AM,11:00AM,WLH 350,10M
10155,ACIS-2116,Principles of Accounting,L,Face-to-Face Instruction,3,51,EA Martin,M W F,11:15AM,12:05PM,NCB 250,11M
21535,ACIS-2116,Principles of Accounting,L,Face-to-Face Instruction,3,51,DP Garner,M W F,8:00AM,8:50AM,DDS 155,08M
10156,ACIS-2504,Intro to Accounting Analytics,L,Face-to-Face Instruction,3,110,CM Easterwood,T R,3:30PM,4:45PM,DAV 281,15T
10157,ACIS-2504,Intro to Accounting Analytics,L,Face-to-Face Instruction,3,110,CM Easterwood,T R,12:30PM,1:45PM,HAN 100,12T
21541,ACIS-2504,Intro to Accounting Analytics,L,Face-to-Face Instruction,3,110,G Kogan,M W F,8:00AM,8:50AM,NCB 160,08M
10158,ACIS-3115,Intermediate Financial Acct.,L,Face-to-Face Instruction,3,34,MR Lowry,M W F,12:20PM,1:10PM,PAM 32,12M
10160,ACIS-3115,Intermediate Financial Acct.,L,Face-to-Face Instruction,3,34,MR Lowry,M W F,9:05AM,9:55AM,DDS 130,09M
10162,ACIS-3115,Intermediate Financial Acct.,L,Face-to-Face Instruction,3,34,MR Lowry,M W F,8:00AM,8:50AM,PAM 2003,08M
10163,ACIS-3116,Intermediate Financial Acct.,L,Hybrid (F2F & Online Instruc.),3,40,RJ Gatzke,T R,5:00PM,6:15PM,ROB 105,17T
10164,ACIS-3116,Intermediate Financial Acct.,L,Hybrid (F2F & Online Instruc.),3,40,RJ Gatzke,T R,3:30PM,4:45PM,ROB 105,15T
10165,ACIS-3314,Tax Impact on Decisions,L,Face-to-Face Instruction,3,29,M Harding,T R,12:30PM,1:45PM,PAM 1004,12T
10166,ACIS-3314,Tax Impact on Decisions,L,Face-to-Face Instruction,3,29,M Harding,T R,8:00AM,9:15AM,PAM 3001,08T
10167,ACIS-3314,Tax Impact on Decisions,L,Face-to-Face Instruction,3,29,M Harding,T R,9:30AM,10:45AM,PAM 1003,09T
10168,ACIS-3504,Acct Sys and Controls,L,Face-to-Face Instruction,3,30,JL Shortt,T R,3:30PM,4:45PM,NCB 130B,15T
10169,ACIS-3504,Acct Sys and Controls,L,Face-to-Face Instruction,3,30,JL Shortt,T R,2:00PM,3:15PM,NCB 130B,14T
10170,ACIS-3504,Acct Sys and Controls,L,Face-to-Face Instruction,3,30,JL Shortt,T R,11:00AM,12:15PM,NCB 130B,11T
10171,ACIS-3554,"Networks, Telecom, & Security",ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,80,N Zahadat,T R,9:30AM,10:45AM,ONLINE,09T
10172,ACIS-3554,"Networks, Telecom, & Security",ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,80,N Zahadat,T R,8:00AM,9:15AM,ONLINE,08T
10173,ACIS-4024,Info Sys Audit & Con,L,Face-to-Face Instruction,3,8,R Barkhi,T R,2:00PM,3:15PM,PAM 1008,14T
10174,ACIS-4024,Info Sys Audit & Con,L,Face-to-Face Instruction,3,8,R Barkhi,T R,12:30PM,1:45PM,PAM 1008,12T
10175,ACIS-4114,Advanced Financial Accounting,L,Hybrid (F2F & Online Instruc.),3,20,DP Garner,M W F,12:20PM,1:10PM,PAM 2003,12M
10176,ACIS-4114,Advanced Financial Accounting,L,Hybrid (F2F & Online Instruc.),3,20,DP Garner,M W F,1:25PM,2:15PM,PAM 2003,13M
10177,ACIS-4194,Analysis of Fin Statements,L,Face-to-Face Instruction,3,47,MD Vance,M W F,9:05AM,9:55AM,DDS 180,09M
10178,ACIS-4194,Analysis of Fin Statements,L,Face-to-Face Instruction,3,47,MD Vance,M W F,12:20PM,1:10PM,NCB 210,12M
10179,ACIS-4194,Analysis of Fin Statements,L,Face-to-Face Instruction,3,47,MD Vance,M W F,1:25PM,2:15PM,NCB 210,13M
10180,ACIS-4214,Cost Planning and Control,L,Face-to-Face Instruction,3,19,EA Martin,M W,5:30PM,6:45PM,PAM 31,17M
10181,ACIS-4214,Cost Planning and Control,L,Face-to-Face Instruction,3,19,EA Martin,M W,4:00PM,5:15PM,PAM 32,16M
10182,ACIS-4344,Tax for Financial Planners,L,Face-to-Face Instruction,3,40,FF Galer,T R,12:30PM,1:45PM,PAM 3001,12T
10201,ACIS-4364,Taxation Business Operations,L,Face-to-Face Instruction,3,6,DR Compton,T R,11:00AM,12:15PM,PAM 3001,11T
10202,ACIS-4364,Taxation Business Operations,L,Face-to-Face Instruction,3,6,DR Compton,T R,9:30AM,10:45AM,PAM 3004,09T
10185,ACIS-4414,Financial Statement Auditing,L,Face-to-Face Instruction,3,31,K Walker,T R,12:30PM,1:45PM,HOLD 224,12T
10186,ACIS-4414,Financial Statement Auditing,L,Face-to-Face Instruction,3,31,K Walker,T R,2:00PM,3:15PM,PAM 1003,14T
10187,ACIS-4654,Accounting Analytics,L,Face-to-Face Instruction,3,19,JL Shortt,T R,12:30PM,1:45PM,DDS 132,12T
10188,ACIS-4654,Accounting Analytics,L,Face-to-Face Instruction,3,19,R Barkhi,T R,9:30AM,10:45AM,DDS 132,09T
10189,ACIS-4654,Accounting Analytics,L,Face-to-Face Instruction,3,19,JL Shortt,T R,3:30PM,4:45PM,DDS 132,15T
20769,ACIS-4664,ESG Accounting,L,,3,20,JJ Maher,T R,11:00AM,12:15PM,TORG 1040,11T
10190,ACIS-4684,IS Security and Assurance,L,Face-to-Face Instruction,3,10,G Kogan,M W,2:30PM,3:45PM,PAM 1008,14M
10191,ACIS-4684,IS Security and Assurance,L,Face-to-Face Instruction,3,10,G Kogan,M W,4:00PM,5:15PM,PAM 1008,16M
10192,ACIS-4974,Independent Study,I,,1 TO 19,0,RH Davidson,(ARR),----- (ARR) -----,TBA,00X,
10193,ACIS-4994,Undergraduate Research,R,,1 TO 19,0,F Belanger,(ARR),----- (ARR) -----,TBA,00X,
10194,ACIS-5014,Info Sys Audit & Ctrl,L,Face-to-Face Instruction,3,12,R Barkhi,T R,12:30PM,1:45PM,PAM 1008,12T
10195,ACIS-5014,Info Sys Audit & Ctrl,L,Face-to-Face Instruction,3,12,R Barkhi,T R,2:00PM,3:15PM,PAM 1008,14T
21542,ACIS-5064,Tax of Bus Op & Adv Inc Tax,L,Face-to-Face Instruction,3,10,DR Compton,T R,11:00AM,12:15PM,PAM 3001,11T
21543,ACIS-5064,Tax of Bus Op & Adv Inc Tax,L,Face-to-Face Instruction,3,10,DR Compton,T R,9:30AM,10:45AM,PAM 3004,09T
10198,ACIS-5114G,Advanced Financial Accounting,L,Face-to-Face Instruction,3,10,DP Garner,M W F,12:20PM,1:10PM,PAM 2003,12M
10199,ACIS-5114G,Advanced Financial Accounting,L,Face-to-Face Instruction,3,10,DP Garner,M W F,1:25PM,2:15PM,PAM 2003,13M
20767,ACIS-5314,Tax Concepts and Research,L,,3,25,FF Galer,T R,9:30AM,10:45AM,MCB 126,09T
10203,ACIS-5334,Advanced Corporate Tax,L,Face-to-Face Instruction,3,25,WE Seago,T R,2:00PM,3:15PM,PAM 3004,14T
10204,ACIS-5364,Multi-jurisdictional Tax Cncpt,L,Face-to-Face Instruction,3,30,DR Compton,T R,8:00AM,9:15AM,PAM 2028,08T
10205,ACIS-5424,Research and Analysis in Acct,L,Face-to-Face Instruction,3,21,NA Rogers,T R,12:30PM,1:45PM,PAM 2028,12T
10206,ACIS-5424,Research and Analysis in Acct,L,Face-to-Face Instruction,3,21,NA Rogers,T R,11:00AM,12:15PM,PAM 1008,11T
10207,ACIS-5504,Sys/Database Concepts,ONLINE COURSE - VL,Online: Asynchronous,3,135,SD Sheetz,(ARR),----- (ARR) -----,ONLINE,00X,
10208,ACIS-5524,Adv Database Mgt Sys,ONLINE COURSE - VL,Online: Asynchronous,3,75,SD Sheetz,(ARR),----- (ARR) -----,ONLINE,00X,
10209,ACIS-5584,Info Sys Security & Assurance,L,Face-to-Face Instruction,3,12,G Kogan,M W,4:00PM,5:15PM,PAM 1008,16M
10210,ACIS-5584,Info Sys Security & Assurance,L,Face-to-Face Instruction,3,12,G Kogan,M W,2:30PM,3:45PM,PAM 1008,14M
10211,ACIS-5614,Implementing Mgt Controls,ONLINE COURSE - VL,Online with Synchronous Mtgs.,2,40,S Bhattacharjee,F S,----- (ARR) -----,ONLINE,00X,
10212,ACIS-5624,Cybersec Govern and Risk Mgmt,ONLINE COURSE - VL,Online: Asynchronous,3,115,F Belanger,(ARR),----- (ARR) -----,ONLINE,00X,
10213,ACIS-5654G,Advanced Accounting Analytics,L,Face-to-Face Instruction,3,2,JL Shortt,T R,12:30PM,1:45PM,DDS 132,12T
10214,ACIS-5654G,Advanced Accounting Analytics,L,Face-to-Face Instruction,3,2,JL Shortt,T R,3:30PM,4:45PM,DDS 132,15T
10215,ACIS-5654G,Advanced Accounting Analytics,L,Face-to-Face Instruction,3,5,R Barkhi,T R,9:30AM,10:45AM,DDS 132,09T
21682,ACIS-5664,ESG Accounting,L,Face-to-Face Instruction,3,20,JJ Maher,T R,11:00AM,12:15PM,TORG 1040,11T
10216,ACIS-5754,Internship in Accounting,L,,3,0,RH Davidson,(ARR),----- (ARR) -----,TBA,00X,
10217,ACIS-5974,Independent Study,I,,1 TO 19,0,RH Davidson,(ARR),----- (ARR) -----,TBA,00X,
10218,ACIS-5974,Independent Study,I,,1 TO 19,0,RH Davidson,(ARR),----- (ARR) -----,TBA,00X,
10219,ACIS-5974,Independent Study,I,,1 TO 19,0,RH Davidson,(ARR),----- (ARR) -----,TBA,00X,
10220,ACIS-5974,Independent Study,I,,1 TO 19,0,RH Davidson,(ARR),----- (ARR) -----,TBA,00X,
10221,ACIS-5974,Independent Study,I,,1 TO 19,0,RH Davidson,(ARR),----- (ARR) -----,TBA,00X,
21553,ACIS-5984,SS:Bus Analytics & Vis for MBA,ONLINE COURSE - VL,Online with Synchronous Mtgs.,2,22,JL Shortt,(ARR),----- (ARR) -----,ONLINE,00X,
10222,ACIS-5994,Research And Thesis,R,,1 TO 19,9999,LG Wallace,(ARR),----- (ARR) -----,TBA,00X,
20770,ACIS-6014,Behavioral Accounting Research,L,Hybrid (F2F & Online Instruc.),3,10,S Bhattacharjee,T R,2:00PM,3:15PM,BUR 123A,14T
10223,ACIS-7994,Research And Dissertation,R,,1 TO 19,10,SE Stein,(ARR),----- (ARR) -----,TBA,00X,
10226,ADV-2134,Intro to Health Communication,L,Face-to-Face Instruction,3,40,A Holz,M W F,12:20PM,1:10PM,MCB 226,12M
10227,ADV-3004,Ad Writing and Storytelling,L,Face-to-Face Instruction,3,20,CC Spiller,T R,5:00PM,6:15PM,MCB 219,17T
21135,ADV-3014,Ad Planning & Media Buying,L,Face-to-Face Instruction,3,20,BS Timofeev,M W,5:30PM,6:45PM,MCB 219,17M
21136,ADV-3024,Ad Ethics & Soc Responsibility,L,Face-to-Face Instruction,3,18,CC Spiller,T R,3:30PM,4:45PM,SHANK 043,15T
10228,ADV-4324,Issues in Health Communication,L,Face-to-Face Instruction,3,45,A Holz,M W F,10:10AM,11:00AM,WMS 320,10M
21137,ADV-5204,Health Communication,L,Face-to-Face Instruction,3,20,HS Deuyour,T,5:00PM,7:45PM,MAJWM 434,17T
10229,AFST-1714,Intro African American Studies,L,Face-to-Face Instruction,3,0,K Spivey,T R,8:00AM,9:15AM,WLH 350,08T
21140,AFST-1714,Intro African American Studies,L,Face-to-Face Instruction,3,50,S Mehra,T R,9:30AM,10:45AM,TORG 1040,09T
21153,AFST-1714,Intro African American Studies,L,Face-to-Face Instruction,3,20,A Jones,T R,3:30PM,4:45PM,MCB 240,15T
10231,AFST-1714,Intro African American Studies,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,50,ZV Quinn,M W F,9:05AM,9:55AM,ONLINE,09M
21141,AFST-1714,Intro African American Studies,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,50,ZJ Quinn,M W F,10:10AM,11:00AM,ONLINE,10M
21149,AFST-1714,Intro African American Studies,ONLINE COURSE - VL,Online: Asynchronous,3,100,P Seniors,(ARR),----- (ARR) -----,ONLINE,00X,
10232,AFST-1814,Intro to African Studies,L,Face-to-Face Instruction,3,50,PS Polanah,M W F,11:15AM,12:05PM,TORG 1040,11M
10233,AFST-1814,Intro to African Studies,ONLINE COURSE - VL,Online: Asynchronous,3,60,ED Mthethwa,(ARR),----- (ARR) -----,ONLINE,00X,
20884,AFST-2204,Race & Gender in Rel & Cult,L,Face-to-Face Instruction,3,40,AS Armstrong,T R,9:30AM,10:45AM,MCB 230,09T
10235,AFST-2264,Race Class Gender Sexualities,L,Face-to-Face Instruction,3,40,KK Dhillon-Jamerson,M W F,12:20PM,1:10PM,NCB 130A,12M
20974,AFST-2276,African-American History,L,Face-to-Face Instruction,3,40,D Halpin,M W F,1:25PM,2:15PM,MCB 232,13M
21148,AFST-2354,The Civil Rights Movement,L,Face-to-Face Instruction,3,36,O Agozino,M W,2:30PM,3:45PM,GOODW 244,14M
21152,AFST-2734,The Black Woman in the U.S.,L,Face-to-Face Instruction,3,40,A Jones,T R,9:30AM,10:45AM,MCB 318,09T
10237,AFST-2974,Independent Study,I,,1 TO 19,0,BS Faulkner,(ARR),----- (ARR) -----,TBA,00X,
21898,AFST-3984,SS: Digital Activism,L,Face-to-Face Instruction,3,20,A Jones,T R,5:00PM,6:15PM,MCB 240,17T
21899,AFST-3984,"SS:Race, Gender, & Environment",ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,20,ZV Quinn,M W,4:00PM,5:15PM,ONLINE,16M
